Donor_Id,Decimal_Values,Link_Image,Cand_Name,Cand_Id,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,funding1,fund2,donations3,gifts4,donat5,transac6,grants7,money8,gift9,gift10,funding11,donations12,donations13
163,21344,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IN04180&tabIndex=1,"GRANT, KEVIN J",H4IN04180,H,IN,4,REP,5627 SHOOTINGSTAR LANE,SUITE 2100,WEST LAFAYETTE,IN,47906,-,-,-,-,-,-,-,-,-,-,-,-,-
164,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MA03080&tabIndex=1,"MARINO, LOUIS GREGORY MR",H8MA03080,H,MA,3,REP,7 ATLANTIC AVE,APT 2,FITCHBURG,MA,1420,-,-,-,-,-,-,-,-,-,-,-,-,-
165,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NH02196&tabIndex=1,"MARTIN, ANDY",H6NH02196,H,NH,1,REP,PO BOX 742,APT 2,MANCHESTER,NH,3105,-,-,-,-,-,-,-,-,-,-,-,-,-
166,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA49116&tabIndex=1,"CHRISTINA, PREJEAN",H8CA49116,H,CA,49,DEM,"1787 TRIBUTE ROAD, SUITE K",APT 2,SACRAMENTO,CA,95815,-,-,21344.00,16210.46,37554.46,-,-,-,-,-,-,-,-
167,159686,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WV00135&tabIndex=1,"COPLEY, JIMMY DALE II",S8WV00135,S,WV,0,REP,92 BOY SCOUT HOLLOW,APT 2,DELBARTON,WV,25670,-,-,-,-,-,-,-,-,-,-,-,-,-
168,23470,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN09115&tabIndex=1,"CHATLOS, ROBERT",H8IN09115,H,IN,9,DEM,3220 S LEONARD SPRINGS ROAD,APT 2,BLOOMINGTON,IN,47402,215.00,-,-,1015.00,1015.00,-,-,2000.00,-,-,-,-,-
169,5152,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WV00176&tabIndex=1,"WILLIS, THOMAS EDWARD II",S8WV00176,S,WV,0,REP,71 DRUMWOOD ROAD,APT 2,MARTINSBURG,WV,25403,-,-,-,-,-,-,-,-,-,-,-,-,-
170,7450,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA07072&tabIndex=1,"BARASH, YONA",H8CA07072,H,CA,7,REP,5 MEDICAL PLAZA DRIVE,APT 130,ROSEVILLE,CA,95661,-,-,159685.50,14646.00,174331.50,-,-,7506.24,-,140000.00,-,109.78,-
171,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY27143&tabIndex=1,"STANKEVICH, NICHOLAS RICHARD MR.",H8NY27143,H,NY,27,DEM,P.O. BOX 321,APT 130,MUMFORD,NY,14511,-,-,23470.00,10591.20,34061.20,2000.00,-,-,-,-,60000.00,-,-
172,2470095,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH08071&tabIndex=1,"JONES, THEODORE",H8OH08071,H,OH,8,DEM,9608 AUGUSTA LANE,APT 130,PIQUA,OH,45356,1305.00,-,5152.00,-,5152.00,-,200.00,-,-,-,-,-,-
173,53940,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD06226&tabIndex=1,"ROHRS, BRADLEY STEPHEN",H8MD06226,H,MD,6,REP,"13017 WISTERIA DRIVE, SUITE 392",APT 130,GERMANTOWN,MD,20874,2878.30,2300.00,7450.00,245.00,7695.00,-,-,-,-,2300.00,-,-,-
174,177939,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8DE00111&tabIndex=1,"BOOKER, TYKIEM",S8DE00111,S,DE,0,DEM,313 5TH AVE,APT 130,WILMINGTON,DE,19805,-,-,-,-,-,-,-,-,-,-,-,-,-
175,1103297,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL18097&tabIndex=1,"MAST, BRIAN",H6FL18097,H,FL,18,REP,PO BOX 3016,APT 130,STUART,FL,34995,167492.62,-,2470094.82,1875276.12,4345370.94,1135945.70,-,-,606229.58,-,-,2789.70,29942.03
176,193850,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA50163&tabIndex=1,"WELLS, WILLIAM",H8CA50163,H,CA,50,REP,181 REA AVE,UNIT D,EL CAJON,CA,92020,6292.81,-,53940.00,3205.75,57145.75,-,-,-,-,-,-,-,-
177,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA10073&tabIndex=1,"DESAULNIER, MARK",H0CA10073,H,CA,11,DEM,PO BOX 6066,UNIT D,CONCORD,CA,94524,311530.46,-,177938.55,51911.24,229849.79,344100.00,-,-,-,-,-,2092.14,-
178,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN01045&tabIndex=1,"HAGEDORN, JAMES",H0MN01045,H,MN,1,REP,PO BOX 63,UNIT D,BLUE EARTH,MN,56013,1091.73,54149.23,1103297.42,124605.08,1227902.50,369629.11,15667.20,-,-,-,-,341.91,-
179,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL15222&tabIndex=1,"COMBEE, NEIL",H8FL15222,H,FL,15,REP,16000 ROCKRIDGE ROAD,UNIT D,POLK CITY,FL,33868,87.52,-,193850.00,11315.00,205165.00,12500.00,-,-,-,-,-,-,-
180,3163,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OH02077&tabIndex=1,"CONDIT, JR., JIM",H2OH02077,H,OH,2,GRE,4575 FAIRVIEW LANE,UNIT D,CINCINNATI,OH,45247,-,-,-,-,-,-,-,-,-,-,-,-,-
181,6142,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OH05097&tabIndex=1,"NEU, JAMES, JR.",H6OH05097,H,OH,5,DEM,7243 STARLAWN ROAD,UNIT D,PERRYSBURG,OH,43551,-,-,-,-,-,-,-,-,-,-,-,-,-
182,54523,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA36196&tabIndex=1,"BENTLEY, ROBERT",H8CA36196,H,CA,36,REP,PO BOX 392,UNIT D,DESERT HOT SPRINGS,CA,92240,60.00,-,-,0.90,-,-,-,110.00,-,-,-,-,-
183,20522362,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA29100&tabIndex=1,"DUENAS, ANGELICA",H8CA29100,H,CA,29,GRE,PO BOX 862,UNIT D,SUN VALLEY,CA,91353,(14.18),-,3163.00,3723.85,6886.85,-,200.00,381.55,-,-,-,-,-
184,11297015,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL18036&tabIndex=1,"CUMMINGS, DAVE",H8FL18036,H,FL,18,REP,PO BOX 1192,UNIT D,FORT PIERCE,FL,34954,5552.46,-,6142.00,1080.00,7222.00,-,-,16040.00,-,-,-,-,-
185,6096914,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY01189&tabIndex=1,"DIMASI, ELAINE DR. PHD",H8NY01189,H,NY,1,DEM,243 DEER ROAD,UNIT D,RONKONKOMA,NY,11779,3662.71,71.68,54522.79,29406.32,83929.11,-,-,4.00,-,20198.81,-,71.68,-
186,12194290,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MO00305&tabIndex=1,"MCCASKILL, CLAIRE",S6MO00305,S,MO,0,DEM,PO BOX 300077,UNIT D,ST. LOUIS,MO,63130,241328.55,-,20522361.52,11507280.99,32029648.51,2401313.57,-,174288.12,2963215.80,-,-,138395.68,7781.97
187,3769138,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MT00162&tabIndex=1,"TESTER, JON",S6MT00162,S,MT,0,DEM,709 SON LANE,UNIT D,BIG SANDY,MT,59520,480573.87,-,11297014.55,3737087.87,15034106.42,2417939.00,-,-,1190926.45,-,-,2784.37,40848.19
188,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NJ00289&tabIndex=1,"MENENDEZ, ROBERT",S6NJ00289,S,NJ,0,DEM,ONE GATEWAY CENTER SUITE 520,UNIT D,NEWARK,NJ,7102,219431.60,-,6096913.56,225520.47,6322437.03,1525118.62,5000.00,-,1713098.74,-,-,3800.29,9729.68
189,5642,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OH00163&tabIndex=1,"BROWN, SHERROD",S6OH00163,S,OH,0,DEM,37905 HERON LN,UNIT D,AVON LAKE,OH,44011,1371245.26,-,12194290.42,5233663.16,17427954.58,2552879.50,-,-,2734077.17,-,-,3329.50,48309.70
190,311916,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6RI00221&tabIndex=1,"WHITEHOUSE, SHELDON II",S6RI00221,S,RI,0,DEM,PO BOX 40280,UNIT D,PROVIDENCE,RI,2940,768759.81,-,3769138.44,95846.00,3864984.44,1052710.53,4520.00,-,259507.83,-,-,8119.76,349.74
191,40904,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA25090&tabIndex=1,"FLEMING, DANIEL",H8CA25090,H,CA,25,DEM,10351 ODESSA AVE.,UNIT D,GRANADA HILLS,CA,91344,-,-,-,-,-,-,-,-,-,-,-,-,-
192,13503,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NC13075&tabIndex=1,"BAILEY, THOMAS AARON",H8NC13075,H,NC,13,LIB,110 ODELL ST,UNIT D,GREENSBORO,NC,27403,-,-,5642.00,-,-,13.00,-,200.00,-,-,-,-,-
193,24480,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8ND00104&tabIndex=1,"CAMPBELL, TOM",H8ND00104,H,ND,0,REP,700 9TH ST S,UNIT D,FARGO,ND,58103,102704.00,-,311915.53,141413.34,453329.87,1350.00,-,-,-,745000.00,-,1379.00,1.00
194,19700,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NH01228&tabIndex=1,"MACKENZIE, MARK S",H8NH01228,H,NH,1,DEM,319 WEST ERIE STREET,UNIT D,MANCHESTER,NH,3102,(481.89),(345.20),40904.00,12010.02,52914.02,48732.36,-,50303.00,-,200000.00,-,131.67,-
195,14788020,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8CA00606&tabIndex=1,"LITTLE, PATRICK",S8CA00606,S,CA,0,REP,735 WEST END WAY #104,UNIT D,ALBANY,CA,94706,445.00,-,13503.00,50.00,13553.00,-,100.00,-,-,-,-,-,-
196,649757,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4NE00157&tabIndex=1,"WATSON, TODD",S4NE00157,S,NE,0,REP,2855 S 70TH #200,UNIT D,LINCOLN,NE,68506,-,21299.00,24480.00,4043.00,28523.00,-,-,-,-,35800.00,-,-,-
197,110976,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS03080&tabIndex=1,"MCCONNELL, JOSEPH",H8KS03080,H,KS,3,DEM,PO BOX 11426,UNIT D,OVERLAND PARK,KS,66207,-,-,19700.00,5457.63,25157.63,-,-,11025.00,-,-,-,-,-
198,2709877,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2WI00219&tabIndex=1,"BALDWIN, TAMMY",S2WI00219,S,WI,0,DEM,PO BOX 11426,UNIT D,MADISON,WI,66207,142193.20,-,14788020.33,9443424.45,24231447.78,1881644.77,100.00,-,1490494.35,-,-,155160.75,-
199,572000,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA12121&tabIndex=1,"ALLEN, RICHARD W",H2GA12121,H,GA,12,REP,2237 PICKENS RD,UNIT D,AUGUSTA,GA,30904,80757.79,1125000.00,649756.60,63310.15,713066.75,409492.00,-,-,-,-,-,2065.16,-
200,3606709,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL21055&tabIndex=1,"JETTA, KURT",H8FL21055,H,FL,21,REP,1022 DEL HARBOUR DRIVE,UNIT D,DELRAY BEACH,FL,33843,-,250000.00,110976.00,4431.18,115407.18,-,-,129309.70,-,250000.00,-,0.79,-
201,380268,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL26039&tabIndex=1,"MUCARSEL-POWELL, DEBBIE",H8FL26039,H,FL,26,DEM,PO BOX 566442,UNIT D,MIAMI,FL,33256,39817.47,-,2709877.13,706239.19,3416116.32,476474.03,14838.27,1000.00,745876.77,-,-,1116.91,-
202,560887,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL27037&tabIndex=1,"BARREIRO, BRUNO",H8FL27037,H,FL,27,REP,PO BOX 453308,UNIT D,MIAMI,FL,332453308,102204.86,-,572000.00,4578.00,576578.00,2000.00,-,-,-,-,-,-,-
203,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WA05193&tabIndex=1,"BROWN, LISA",H8WA05193,H,WA,5,DEM,PO BOX 154,UNIT D,SPOKANE,WA,99210,54377.84,-,3606709.36,1375664.80,4982374.16,477670.89,7313.37,76.15,294905.40,-,-,1543.19,100.00
204,2905245,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4MS00120&tabIndex=1,"MCDANIEL, CHRISTOPHER BRIAN",S4MS00120,S,MS,0,REP,414 W OAK ST,UNIT D,LAUREL,MS,39440,7866.46,55000.00,380268.26,223032.41,603300.67,9150.00,1000.00,-,-,55000.00,-,255.00,-
205,539012,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA45155&tabIndex=1,"HAMADANCHY, KIA",H8CA45155,H,CA,45,DEM,PO BOX 6265,UNIT D,IRVINE,CA,92616,-,-,560887.15,82935.66,643822.81,11000.00,-,-,-,-,-,229.84,-
206,261536,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NE01099&tabIndex=1,"SVOBODA, STEVE",H8NE01099,H,NE,1,DEM,3215 N 75TH ST,UNIT D,LINCOLN,NE,685072188,-,-,-,-,-,-,-,-,-,24697.00,-,-,-
207,2545458,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8AL00308&tabIndex=1,"STRANGE, LUTHER J III",S8AL00308,S,AL,0,REP,1830 29TH AVENUE SOUTH,SUITE 465,HOMEWOOD,AL,35209,127802.98,236874.43,2905245.00,49383.00,2954628.00,1712076.00,47400.00,100000.00,271840.00,-,245000.00,161252.00,700.00
208,4000,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA04116&tabIndex=1,"DEAN, MADELEINE",H8PA04116,H,PA,4,DEM,795 GLEN RD,SUITE 465,JENKINTOWN,PA,19046,144526.31,192500.00,539011.45,100684.11,639695.56,487949.56,-,3428.78,25054.14,275000.00,-,1078.75,62.85
209,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA05295&tabIndex=1,"KIM, PEARL",H8PA05295,H,PA,5,REP,A301 SUMMIT DRIVE,SUITE 465,BRYN MAWR,PA,19010,-,-,261536.34,39593.42,301129.76,19783.25,200.00,-,-,199999.94,-,150.00,-
210,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA06087&tabIndex=1,"HOULAHAN, CHRISSY",H8PA06087,H,PA,6,DEM,PO BOX 222,SUITE 465,DEVON,DC,19333,952055.91,-,2545457.64,494898.76,3040356.40,659894.96,512.69,-,598933.84,50000.00,-,3455.65,1295.96
211,1300,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX10094&tabIndex=1,"DEGROW, RICHIE",H8TX10094,H,TX,10,DEM,6818 HANOVER LN,SUITE 465,AUSTIN,TX,78723,8.00,-,4000.00,803.00,4803.00,-,-,1273.13,-,-,-,-,-
212,1271,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX32130&tabIndex=1,"HENRY, DAVID DEAN",H8TX32130,H,TX,32,DEM,5426 MEADOWCREEK DRIVE,#1003A,DALLAS,TX,75248,-,-,-,-,-,-,-,-,-,-,-,-,-
213,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX01253&tabIndex=1,"CULLER, ANTHONY PATRICK",H6TX01253,H,TX,1,REP,PO BOX 6540,#1003A,TYLER,TX,75711,-,-,-,-,-,-,-,-,-,-,-,-,-
214,5462,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ07256&tabIndex=1,"MOXLEY, DIANE",H8NJ07256,H,NJ,7,GRE,227 4TH AVE,#1003A,GARWOOD,NJ,7027,501.00,-,1300.00,2482.00,3782.00,-,1525.00,-,-,-,-,424.00,-
215,19671,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4KY06163&tabIndex=1,"YOUNG, GEOFFREY M",H4KY06163,H,KY,6,DEM,454 KIMBERLY PLACE,#1003A,LEXINGTON,KY,40503,-,-,1271.00,-,1054.00,-,-,508.00,-,8600.00,-,400.00,5.37
216,113883,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NJ01142&tabIndex=1,"TOMASZEWSKI, SCOT JOHN",H4NJ01142,H,NJ,1,DEM,706 PARK BOULEVARD,#1003A,CHERRY HILL,NJ,8003,-,65612.00,-,-,-,-,-,34618.00,-,65612.00,-,-,-
217,2100,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY01171&tabIndex=1,"HENRY, BRENDON T",H8NY01171,H,NY,1,DEM,141 OLD NECK ROAD,#1003A,CENTER MORICHES,NY,11934,1868.00,-,5462.00,8418.00,13038.00,-,-,-,-,-,-,-,-
218,4450,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WA00236&tabIndex=1,"HOFFMAN, STEVE",S8WA00236,S,WA,0,OTH,5018 RAINIER AVE S,#1003A,SEATTLE,WA,98118,-,-,19671.00,8375.00,28046.00,350.00,-,110.00,-,-,-,-,2.79
219,853876,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WI07104&tabIndex=1,"EWERT, BRIAN",H8WI07104,H,WI,7,DEM,PO BOX 1017,#1003A,MARSHFIELD,WI,54449,7306.10,58556.61,113883.00,28110.73,141993.73,3570.00,-,10025.00,-,65000.00,-,-,233.65
220,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WA00244&tabIndex=1,"GIBSON, JOSEPH",S8WA00244,S,WA,0,REP,12001 NE 96TH AVE,#1003A,VANCOUVER,WA,98662,1862.00,-,2100.00,8688.00,10788.00,-,-,-,-,-,-,-,-
221,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8AZ08141&tabIndex=1,"ALLEN, CHAD",H8AZ08141,H,AZ,8,REP,5115 N DYSART STE 202 #196,#1003A,LITCHFIELD PARK,AZ,85340,-,-,4450.00,175.00,4625.00,-,-,28386.58,-,-,-,-,-
222,900,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA11062&tabIndex=1,"CONNOLLY, GERALD EDWARD",H8VA11062,H,VA,11,DEM,3315 MANTUA DR,#1003A,FAIRFAX,VA,22031,2705104.64,-,853876.13,283218.83,1137094.96,907496.25,10000.00,-,-,-,-,4239.38,19528.06
223,4250,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL12087&tabIndex=1,"COLOMBO, NATHAN CHARLES MR",H8IL12087,H,IL,12,DEM,229 HUNT RD,#1003A,CARBONDALE,IL,62902,-,-,-,-,-,-,-,-,-,-,-,-,-
224,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA37301&tabIndex=1,"ALEMAYHU, TED",H8CA37301,H,CA,39,OTH,PO BOX 9782,#1003A,LOS ANGELES,CA,90036,-,-,-,-,-,-,-,-,-,-,-,-,-
225,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA07064&tabIndex=1,"WESTMORELAND, BRAD",H8CA07064,H,CA,7,DEM,PO BOX 580488,#1003A,ELK GROVE,CA,95758,-,-,900.00,912.10,1812.10,500.00,-,269.85,-,-,-,-,-
226,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL04167&tabIndex=1,"LOPEZ, RAYMOND ANTHONY MR.",H8IL04167,H,IL,4,DEM,4322 S. ARTESIAN AVENUE,#1003A,CHICAGO,IL,60632,-,-,4250.00,100.00,4350.00,-,-,-,-,-,-,-,-
227,56205,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8CA00366&tabIndex=1,"SCHRADER, STEPHEN JAMES",S8CA00366,S,CA,0,REP,11150 CITRUS DR #22,#1003A,VENTURA,CA,93004,-,-,-,-,-,-,-,-,-,-,-,-,-
228,7040,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN05154&tabIndex=1,"EDOM, JEREMY LEE",H8IN05154,H,IN,5,IND,326 N JACKSON ST,#1003A,SWEETSER,IN,46987,-,-,-,-,-,-,-,-,-,-,-,-,-
229,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN09073&tabIndex=1,"LEINEWEBER, JASON",H8IN09073,H,IN,9,DEM,3317 HARMONY LANE,#1003A,CHARLESTOWN,IN,47111,-,-,-,-,-,-,-,-,-,-,-,-,-
230,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX07165&tabIndex=1,"SANCHEZ, IVAN",H8TX07165,H,TX,7,DEM,7510 HORNWOOD DRIVE,#1302,HOUSTON,TX,77036,-,-,56205.00,3464.00,59669.00,100.00,-,1381.97,-,3385.00,-,-,-
231,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NV02111&tabIndex=1,"FOGARTY, PATRICK",H8NV02111,H,NV,2,DEM,561 KEYSTONE #212,#1302,RENO,NV,89503,-,-,7040.00,-,7040.00,-,-,10000.00,-,152000.00,-,-,-
232,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8ME01195&tabIndex=1,"STANTON, ERIC",H8ME01195,H,ME,1,REP,43 FIELDSTONE RIDGE DRIVE,#1302,CORNISH,ME,4020,-,-,-,-,-,-,-,-,-,-,-,-,-
233,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NH02242&tabIndex=1,"ODONNELL, JUSTIN",H8NH02242,H,NH,2,LIB,355 MAIN ST,APT 10,NASHUA,NH,3060,-,-,-,-,-,-,-,-,-,-,-,-,-
234,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MN00552&tabIndex=1,"NEWBERGER, JAMES WALLACE",S8MN00552,S,MN,0,REP,14225 BALSAM BLVD,APT 10,BECKER,MN,55308,79.48,-,131900.50,114867.26,246768.76,8200.00,2100.00,1700.00,-,-,-,-,-
235,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NH02259&tabIndex=1,"O'DONNELL, JUSTIN FRANCIS",H8NH02259,H,NH,2,LIB,355 MAIN ST,APT 10,NASHUA,NH,3060,-,-,-,-,-,-,-,-,-,-,-,-,-
236,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH14129&tabIndex=1,"CARP, EVAN",H8OH14129,H,OH,14,REP,8527 STONE RD,APT 10,INDEPENDENCE,OH,44131,-,-,-,-,-,-,-,-,-,-,-,-,-
237,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SD01063&tabIndex=1,"KREBS, SHANTEL",H8SD01063,H,SD,0,REP,PO BOX 286,APT 10,SIOUX FALLS,SD,57101,26675.27,-,589817.79,60520.00,650337.79,32850.00,-,1686.69,-,-,-,-,291.67
238,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SC04292&tabIndex=1,"BELL, BARRY",H8SC04292,H,SC,4,REP,16149 ASHVEILLE HWY,APT 10,CAMPOBELLO,SC,29322,1307.39,1300.00,1500.00,1120.41,2620.41,-,-,-,-,3000.00,-,-,-
239,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX19103&tabIndex=1,"EPSTEIN, DANIEL JACOB",H8TX19103,H,TX,19,DEM,3813 35TH ST.,APT 10,LUBBOCK,TX,79413,310.82,-,12061.00,21595.47,33656.47,-,4300.00,1398.11,-,520.00,-,-,-
240,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY23142&tabIndex=1,"GALLANT, RICK",H8NY23142,H,NY,23,DEM,PO BOX 227,APT 10,PAINTED POST,NY,14870,(5422.08),-,11440.54,9087.20,20527.74,4441.71,-,6800.27,-,12500.00,-,-,-
241,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL26013&tabIndex=1,"SMITH, STEPHEN ROGER MR.",H8FL26013,H,FL,26,DEM,17460 SW 154TH PL,APT 10,MIAMI,FL,33187,-,-,-,-,-,-,-,-,-,-,-,-,-
242,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX11092&tabIndex=1,"CASAS, MASON",H8TX11092,H,TX,11,DEM,310 NORTH BAKER ST,APT 10,GRANBURY,TX,76048,414.31,410.00,-,-,-,-,492.72,-,-,410.00,-,-,-
243,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH11281&tabIndex=1,"BELL, JAMES JEROME MR.",H8OH11281,H,OH,11,IND,11104 WOODSTOCK AVENUE,APT 10,CLEVELAND,OH,44104,-,-,-,-,-,-,-,-,-,-,-,-,-
244,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA07151&tabIndex=1,"KIM, DAVID",H8GA07151,H,GA,7,DEM,PO BOX 4507,APT 10,SUWANEE,GA,30024,16986.28,475000.00,257811.00,18796.50,276607.50,500.00,-,478388.88,-,736100.00,-,56212.12,-
245,0,https://classic.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OR03060&tabIndex=1,"BARNETT, CHARLES RAND",H8OR03060,H,OR,3,DEM,4585 SW JULIA ST,APT 10,PORTLAND,OR,97221,95.74,-,-,-,-,-,-,8648.26,-,-,-,-,-
